id,tweet_id,text,screen_name,author_id
362,1512183038981120002,@OnlyFansPostinL Will the same game plan work to combat the fentanyl crisis?  Aka Just flood the market with the thing that is to be eradicated!  Lol,Thetasurfer83,1456731757013729280
363,1512183003107180554,"@hairnailsbook @texasmillennial @sueguats @therecount Profound increase in sex trafficking, fentanyl smuggling, free cell phones for all illegals, no mask or vaccines required.",CassInHouston,35283778
364,1512186316653535232,@bybillieeilish q issu lice,oxy_toci,1357369488023425024
365,1512186230959616018,How many times combined will EST Gee and 42 Dugg mention fentanyl on their new project?,ashtonmorris1,107664483
366,1512186034330783744,"@Vikes_Guy1 @PhilMackey @OldTakesExposed He still is in my book. Ultra competative psycho path.....gee, who wants guys like that?  Not Rocco and the '"lets nap'" twins.",Walterskol1,1375867766654300164
367,1512186009945096198,@KATUNews That is s good so all Illegal aliens won’t contaminate those states when shipped to California drugs fentanyl i’ll have to get their supplies there some other way,BBaglai,827922975869374466
368,1512186001820639233,"RT @RussContreras: More people in northern Mexico are becoming addicted to fentanyl produced by criminal groups for U.S. consumption, @Tele…",dartgunintel,557822951
369,1512186001644568576,"@ejpdunphy 

I just stopped when she mad the jump to alcohol killed more ppl than opioids. I was like I can''t! Then said OxyContin is legal just like alcohol https://t.co/bfiEMCB2nd",RandyWilliams09,973540357156868097
370,1512185986414915584,RT @TOAcornNews: An epidemic of drug overdoses continues to plague Ventura County. The number of fatal overdoses in the county increased si…,EmBeesWeb,871116008
371,1512185894152949766,Bo on CNN kg ft if b MD CT FB no if CJ MF Dr ya wildlife sync do of DJ Jr yellowhammers supercalifragilisticexpialidocious CLC do of they Levi OXY of DJ paperwork park loin chops do of DJ kof do of FB kk ok f to KC do or do of go out go over IDK what is the best fuo to KC I'll pc,Fuckass42419675,1442210122755833857
372,1512185886775070720,"RT @comunidademc: '"jogos deixam as pessoas violentas'"
jogadores de minecraft: https://t.co/IM7ASCqPbF",oxy_toci,1357369488023425024
373,1512185804596031506,ノースリーブ・3・ブレス | りょうご #pixiv https://t.co/UkIBcynoYY,oxy_gen_sweet,51007940
374,1512185756709756946,@rreilish de perder ela,oxy_toci,1357369488023425024
375,1512185726183432193,"Two men arrested after massive fentanyl drug bust
 https://t.co/LZaHWe4cLb",itsmeagain01234,250819229
376,1512185707883741185,RT @z_tarot: So many foreign national criminal thugs flowed into USA while Donald screamed about the (fentanyl) border with MX &amp; migrants (…,finn_charlene,4135773976
377,1512185700904579086,@Chynanu @Oludeewon @oxy_jean If u don see biko let me know…. Even if na loan with interest,Tunsywilliams1,847867850136203264
378,1512185560718352386,Ya get it off the streets so they can lace it with fentanyl and have you in and out of rehab due to addiction👍🏾👍🏾👍🏾 https://t.co/7YAA6SIA0P,ebonyyy22,730466744133783552
379,1512185555332829189,"RT @AngelDiana1980: They want to starve you, groom your children, make you bankrupt,have you pay for illegals and the Sex trafficking and t…",LouNehls,797454112354930688
380,1512185467474743296,"Through mid-March, troopers had seized 12,079 fentanyl pills, which is three times the 2021 total of 3,800 tablets, according to the release. https://t.co/KBrX55x2E8",billingsgazette,21243049
381,1512185431273709575,RT @lonerowsdower: @WorstSamaritan The guy playing Gaston in our school play got caught selling with a trunkload of oxy in his car and got…,AnnaAnthro,192659552
382,1512185425615593476,"No beer, no red meat, just ran Monday, out of nowhere to 4 Vicodin per day. https://t.co/gY4jP1EhcJ",MattMiller1765,958430567682445312
383,1512185373367185408,"RT @poonsoomand00: 아니 내 남편새끼
나 그림그리고 있는데
지 쪽갈비시킨거 존맛이라고 제발 맛보라고
사정사정하네
캔버스에 떨어뜨릴까봐 개빨리 받아먹다가 손가락 깨물었다 https://t.co/Q8scE9FOGs",Fo_oxy_IN,1433439044394893316
384,1512185362793213952,"More people in northern Mexico are becoming addicted to fentanyl produced by criminal groups for U.S. consumption, @TelemundoNews'' @marina_ef writes 

https://t.co/aCEgS9IFVd https://t.co/z4G428haWl",RussContreras,70469623
385,1512185353234485251,@elmoincognito @sjs856 @merakidemoreau Not completely denying what happened but it’s almost documented that it’s close to being scientifically impossible to lace marijuana with fentanyl &amp; that makes no sense to do seeing as the profit margins on fentanyl blow away marijuana margins. Source : https://t.co/XvkObDeXup,JaylenSnyder,734075239
386,1512185255419072519,$OXY settled +2.8% to $57.68. Yesterday's black candle initially played out. Multi-week price action is just bullish consolidation. https://t.co/uQRMDISXju,Trading_Sunset,2193224916
387,1512185227115868180,"Mental health experts in Texas are seeking to alleviate demand for health services in the state’s rural areas. Meanwhile, the state is struggling with a fentanyl overdose crisis that has affected large portions of the nation. https://t.co/ilQuf0GJwk https://t.co/AT048vrSrd",BestNotes,30981219
388,1512185184728363015,RT @FilmThePoliceLA: Simply saying the words “Mexican Mafia” causes cops to hyperventilate or faint much the same way mentioning “fentanyl”…,OASInfoService,1471644542864658434
389,1512185180152291333,"I want to live in a city where cute girls can break out Deep Purple drum covers on the sidewalk.  If she did this in Philly, 3 people in the crowd would OD on fentanyl and a random passerby would punch in the face and vomit on her.

https://t.co/KSNXxrXwRW",drewdiepie9o9,28427458
390,1512185159621165062,"RT @FilmThePoliceLA: Firefighter 1: What’s this about?

Firefighter 2: I don’t know, man. Cop kept saying, ‘Mexican mafia. Fentanyl.’ https…",OASInfoService,1471644542864658434
391,1512185094060003332,"@BetoMedia O''Rourke is for open borders.

https://t.co/p7uTEeiD3K",drivebyag,475456283
392,1512185055585611783,"☛☛☛https://t.co/3vbD4Mdsw5

More member profits. Stay patient and the let the trade play out 
$INO $INO $LYFT $FSR $WORK $OXY $UBER $MESO $SPG $TLRY $NBY  $SPCE $GOGO https://t.co/jgahyj1u0X",Smith28301,1409159987289489412
393,1512184914669563904,RT @HedgyAnalytics: $OXY continues to lead our #StocksToBuy list. Our #StockReport shows that Occidental Petroleum is seen as the best comp…,BotTesting8,1013728590955991041
394,1512184866191855620,@AnnCoulter That will brake up the colored  community that surrounds DC and add more street violence as far as drug deals and power to control the city blocks . The fentanyl deaths will increase substantially and I will be on USA’s front doorstep for all to see,BBaglai,827922975869374466
1364,1514783230083285003,RT @PolicyWonk1848: Happy #414 Day https://t.co/1qwliEDRDL,corey_vikes,233835485
396,1512184821887381513,@OCSheriffBarnes The fentanyl crisis highlights the egregious disparity between how heroin addicts are treated versus how prescription drug addicts are treated. All addicts need treatment and a way to transition back into society with support. Punishment doesn't treat addicts.,BlackbirdRise,1935017268
397,1512184694657454080,"Roland Police seized an estimate of over 30,000 fentanyl pills from a traffic stop where all suspects were taken into custody. https://t.co/CkCI0ObrmJ",5NEWS,24778454
398,1512184692459642882,"The DEA issued a warning after numerous mass overdoses across the country that involved fentanyl.

'"We have seen spikes across our state in just about every county,'" Indiana Drug Czar Douglas Huntsinger said. https://t.co/97W8tIknjN",CBS4Indy,41621505
399,1512184460053262336,"RT @Dedicatedlyfirm: 😮 that fool is being ridiculed and laughed at all over the World as seen on different platform., hmmm All of QLD Labor…",DMDent,3033801688
400,1512184370370695182,they needa stop selling them fucking pills w fentanyl in it !,envyyphat,3112400285
401,1512184291760869376,RT @darren_stallcup: There is a major problem when fentanyl is cheaper than cannabis. #WorldPeace,CraigABrill,1490271072817541121
402,1512184240586342409,RT @MichaelNey19: @Angel2bme @puppyluvr312 @DOJCrimDiv @kennethpolite @CDCgov @kennethpolite at @DOJCrimDiv needs to look at @DEAHQ press r…,jack_althen,3241964765
403,1512184231505502209,"$DSA $KODK $DOW $GNUS $IDEX  $NOK $OXY $CCL $CRM $DGLY $HTZ $AAPL $GMBL $FB 

options alerts 90% success rate 🙏🙏https://t.co/XuCGGO02Q7 https://t.co/bGKid3Y0a2",bishnuvardhan,1420753895349899267
404,1512184203458363395,RT @EynoufElizabeth: DEA warns law enforcement to prepare for a surge in ‘Mass-Overdose Events’ from fentanyl · American Wire News https://…,denlusk13,3247965726
405,1512184178061717509,RT @Occidental: Want to learn more about student life at Oxy? Watch today's Instagram Story at https://t.co/waLLxotvpB to see student-athle…,OxyAdmission,32292973
406,1512188174117842947,RT @0schmitzmaah: nasci chorando pq no fundo já sabia que gosta de mulher não iria ser fácil,oxy_toci,1357369488023425024
407,1512188128639041542,@KipseyHussle @Metropolis718 That Fentanyl 😈 https://t.co/Asr9gdnbnw,HeadcACE1906,213371710
408,1512188046883622913,@rreilish Matthew pedindo pra tirar foto 😕,oxy_toci,1357369488023425024
409,1512188043305889792,@oxy_toci No off eu tb,bybillieeilish,1409658848055541760
410,1512188004135284757,@oxy_toci Da msm,bybillieeilish,1409658848055541760
411,1512187981968416769,"Through mid-March, troopers had seized 12,079 fentanyl pills, which is three times the 2021 total of 3,800 tablets, according to the release. https://t.co/J5vcOlUMsV",MontanaStandard,17290551
412,1512187975337132040,"@RyanPierpont @JaxStox1 Oxy shook me out on a day trade today... Pretty sure it was market makers getting good prices for institutions. I have no stomach for really long red 10 minute candles below 5 and 12ema these days.

XLE is in a pressure cooker, gonna pop one way or the other. Nice charts",guttieSTOCKS,1368604785457430538
413,1512187946014806022,"@ThankYouTaceGod @PRETTYBOITEEZE1 @xxsophiexxo how would they even put fentanyl in weed ? at what point in the supply chain is it happening and how does the benefit outweigh the risk for them , like it makes no sense .. no plug is sitting around rolling nugs of weed in it or mixing it up in bags of shake unless it’s personal",VERNALREAPER,3135567317
414,1512187904730181637,RT @BreedsSf: @recallchesa @pandascutest More victims of #drug #dealers #fentanyl in #sanfrancisco. https://t.co/KkphNIqMGG,pandascutest,1489509839860482048
415,1512187871981101063,"In the past month, three women have passed away in my city from popping pills laced with fentanyl &amp; left being young children. Chasing that high ain’t worth it, especially if it means there’s a chance that you might not wake up the next morning.",Tuchie___,1264909602942078977
416,1512187844118425605,@oxy_toci KKKKKKKKKKKKKKK safada,bybillieeilish,1409658848055541760
417,1512187783393255425,"RT @repkevinhern: Fentanyl is currently the leading cause of death for adults 18-35. 

The border crisis is reaching historic levels, with…",Mrsoklahombres,444329614
418,1512187725067304960,@bybillieeilish agr eu quero dar de 4 pra ela 🙂,oxy_toci,1357369488023425024
419,1512187685749899270,1st inning on the new turf is in the books. Vikes threaten but can't come through. Scoreless after 1,STL_Athletics,2802795115
420,1512187664509853708,@bybillieeilish queria ta assim affi,oxy_toci,1357369488023425024
421,1512187648789684235,"*silence*
@soldelys_: wait how do you spell fentanyl?",jennaelaney,2260622767
422,1512187631698071557,"@nathaliejacoby1 handfuls of Vicodin, gallons of vodka and a real affection for young boys.",tredway_james,1408820751579316230
423,1512187556246523913,@bybillieeilish seriao eu sou assim,oxy_toci,1357369488023425024
424,1512187551737544704,"RT @missoulian: Through mid-March, troopers had seized 12,079 fentanyl pills, which is three times the 2021 total of 3,800 tablets, accordi…",MadelynBeck8,1915684813
425,1512187509459099658,Mfs are lacing weed with fentanyl now????????? 💔💔💔💔 wtf,madisonstarrw,1344682172
426,1512187463497834501,RT @Trading_Sunset: $OXY settled +2.8% to $57.68. Yesterday's black candle initially played out. Multi-week price action is just bullish co…,GreenMonsterah,228426881
427,1512187401510260745,"vou aproveitar q tô doente e vou ficar só as 2 primeiras aulas na escola pra entregar o trabalho de artes, ai volto pra casa antes da aula de inglês pq tem prova, ai eu ganho mais uma semana pra estudar 😼💪",oxy_toci,1357369488023425024
428,1512187376248004625,RT @DAREALLEXLUGER: I’m going straight to hell for what exactly……? For getting plastic surgery? Meanwhile you are knowingly selling people…,YouSipFakePar,1297252788922191877
429,1512187292273844227,@willmenaker Jesus would secrete Narcan to treat hero cops that were within ten metres of fentanyl.,lesaboteur87,20462538
430,1512187192944308231,RT @CarterFellows: The latest on the fentanyl crisis and treatment options from @CarterCenter Fellow @EllenEldridge27 ('21-'22) for @gpbnew…,RennieSloan,15025318
431,1512187175760240642,RT @ari_shapiro: Imagine if we also had “freedom convoys” that raised millions in several days for cancer research or investing in hospital…,ari_shapiro,1271490397
432,1512187096617824267,"‘People That Peddle This Poison Are Evil’: Federal, Local Law Enforcement Warn Coloradans About Prevalence Of Deadly Fentanyl https://t.co/5YLFkgcOHy https://t.co/nqBuMqjtxG",CBSDenver,16313592
433,1512187082977947651,"Mexico is one of the primary sources of the fentanyl that enters the U.S., where drug overdose deaths hit a record last year. https://t.co/Jtx0BbbBDR",yvonnewingett,24983393
434,1512187050031779848,"RT @5NEWS: Roland Police seized an estimate of over 30,000 fentanyl pills from a traffic stop where all suspects were taken into custody. h…",johnRL73,1682449969
435,1512187049855619072,@Oxy_Cheshire Here are some screenshots I had kicking around https://t.co/jH4oZHdizv,MarmiteTheSquid,998401879490035713
436,1512187033451745284,@avoidthehanoid @griffonatrix did any of the officers collapse after touching a tupperware that had fentanyl in it?,theangelremiel,18256552
437,1512187031455154190,@clunnysseur fentanyl man would have been outsmoked years ago sadly,somethingydalgo,1244095609126055936
438,1512187030435901447,"@avoidthehanoid @griffonatrix fentanyl is a cool magic drug that can kill as many people as would be dramatic in a press release, and not a single one less",NikkiOphan,1327278891891908608
439,1512186974173605889,"Through mid-March, troopers had seized 12,079 fentanyl pills, which is three times the 2021 total of 3,800 tablets, according to the release. https://t.co/2hMc4xCQn0",missoulian,16249481
440,1512186919375060993,Are you fucking kidding…. 😬 with the literal fentanyl issue going on why would you promote this https://t.co/dsLGH9pwoc,honeymoonhunny,598702844
441,1512186901356326918,"@oxy_toci BOA NOITE?? MEU AMIGO EU TO SIRIRICANDO DESDE AS SEIS DA TARDE, JÁ ENFIEI TODOS OS DEDOS POSSÍVEIS, JÁ ENFIEI ATÉ O DESODORANTE DA AVON NA MINHA XOTA, O MEU CLITÓRIS TA PISCANDO MAIS QUE PISCA PISCA DE NATAL MINHA MÃO TA TREMENDO COMO SE EU TIVESSE PARKINSON ENFIA O BOM DIA NO CU",bybillieeilish,1409658848055541760
442,1512186853578924034,"I’m going straight to hell for what exactly……? For getting plastic surgery? Meanwhile you are knowingly selling people fentanyl, causing them to overdose or potentially die……. You’re grits. https://t.co/jozx8cBSpJ",DAREALLEXLUGER,243362812
443,1512186848164126723,"RT @vbell_reports: Last week, a deadly batch of cocaine cut with fentanyl resulted in two deaths in Anniston. @ABC3340 
https://t.co/ocpqfq…",ArianaT79289755,1283443279367987200
444,1512186840916316161,DEA Warns Of 'Mass Overdose Events' From Fentanyl: See Arizona Data https://t.co/4JsIrDuMZi,TucsonPatch,850368843289677825
445,1512186721886261261,"Through mid-March, troopers had seized 12,079 fentanyl pills, which is three times the 2021 total of 3,800 tablets, according to the release. https://t.co/KfudJYd4DS",RavalliRepublic,69658524
446,1512186697399906310,@oxy_toci KKKKKKKK KKKKKKKKK,bybillieeilish,1409658848055541760
447,1512186676680048646,@DemopJ @ericgarland A friend's 19 year old grandson that she has raised died last week from smoking weed laced with fentanyl. Girl friend smoking with him was just removed from ICU and will most likely survive. WTF,Nay2Boyz,898536040524394498
448,1512186539081666563,"HB 4556 passed the Senate today! 

Removing these penalties is a responsible way to address the opioid crisis and to create real public safety for all instead of continuing the misguided policies of the past. 

Read more below: 
https://t.co/G0SwcN4pyQ https://t.co/UEZa4HRyUj",senpetersil,1082663198912925698
449,1512186530005196816,@bybillieeilish lice 2021 vc era eu,oxy_toci,1357369488023425024
450,1512186420290539532,"@GeneralBrnovich So if you know there are “a lot” of amphetamines and fentanyl at @countrythunder, you’ll be doing something about it?",mdeterding,40541283
451,1512191202552078343,"@R4AmericaNow Legalize fentanyl and addicts could dose properly. It''s prohibition that''s the problem here, and legalizing it is easier than securing the border so we should do that first.",AncapistaniChad,1468759134921240576
452,1512191201377718281,"@HerschelWalker Typical #Republican fear-mongering. Do they think WE don’t know the vast majority of #fentanyl enters the #US via ships at ports of entry and via commercial trucks, hidden in cargo, &amp; NOT in the backpacks of people seeking #asylum at our southern border. 🙄
#RepublicansLie",experienceguy50,895420856188493824
453,1512191201109282829,😱Two Men Busted for Having Enough Fentanyl to Kill 4.7 Million People 😱 https://t.co/yRGUBtk7Y7,mejtex,851730601
454,1512191200232710156,@oxy_toci MANO Q ÓDIO KKKKKKKKK ONDE C ACHOUNISSO,bybillieeilish,1409658848055541760
455,1512191175813472263,Two #California men charged after 'enough fentanyl to #kill 4.7 million people' found in t - Apr 7 @ 6:06 PM ET https://t.co/0OI0880EDo,PulpNews,100986964
456,1512191167802224651,"RT @Pep00361445: @KTLA Dems kill more people than firearms. 
Dems support abortions, 700k per year
Dems support illegal fentanyl deaths 100…",SoCal_Robert,3309867600
457,1512191167055638536,"@QUHsBasketball @xxsophiexxo @merakidemoreau You''re severely misinformed, it''s happening right in front of your eyes do some research https://t.co/duxxYKfmk8",iguanabewithyou,4891288394
458,1512191127805341715,RT @DEAHQ: #ICYMI Administrator Milgram sent a letter to law enforcement partners warning of a nationwide rise in fentanyl-related mass-ove…,sadboyhere,870403569865834497
459,1512191120809332741,"@MarshaBlackburn Typical #Republican fear-mongering. Do they think WE don’t know the vast majority of #fentanyl enters the #US via ships at ports of entry and via commercial trucks, hidden in cargo, &amp; NOT in the backpacks of people seeking #asylum at our southern border. 🙄
#RepublicansLie",experienceguy50,895420856188493824
460,1512191093475061763,"RT @R4AmericaNow: DEA is bracing for a horrifying spike in fentanyl-related overdoses, which are already at record highs. Roughly 80% of fe…",debby_hoyman,888480903248347136
461,1512191087728906243,RT @balleralert: Two Men Arrested For Having Enough Fentanyl to Kill 4.7 Million People https://t.co/FtW53vf9xB https://t.co/DCO4i5B8Zx,brah_Satan,784773864
462,1512191062726823938,RT @dbyrd000: @grantltaylor So that's why they are letting all the Fentanyl in thru the southern border 🧐🤔,Gibbitsix,1538993023
463,1512191013506363396,Two Men Arrested For Having Enough Fentanyl to Kill 4.7 Million People https://t.co/FtW53vf9xB https://t.co/DCO4i5B8Zx,balleralert,14204133
464,1512191010712993797,"@lflorepolitics Typical #Republican fear-mongering. Do they think WE don’t know the vast majority of #fentanyl enters the #US via ships at ports of entry and via commercial trucks, hidden in cargo, &amp; NOT in the backpacks of people seeking #asylum at our southern border. 🙄
#RepublicansLie",experienceguy50,895420856188493824
465,1512191008649359361,アカウント移行しましたGj_OXY　08236,Darling_my_LUV,2277243738
466,1512190943318917124,"@bybillieeilish e esse 

https://t.co/o7oKDm89qf",oxy_toci,1357369488023425024
467,1512190872775200768,"Bleasdale Farmhouseも同じくドアの開閉が逆になっててハイド不可。
・2F階段すぐのバスルーム
#Phasmophobia https://t.co/QMeA0o4fIH",oxy_152,1511803317512720384
468,1512190856731713537,https://t.co/PEYIV8eDva,SchaepdryverB,64405045
469,1512190837765115906,4.7 million cops thinking really really hard about the fentanyl https://t.co/C6JteSkNqq,chloefkey,701114340640997376
470,1512190686623318019,"@perc30shorty I could never be obsessed with you, I know you stink &amp; your PH Balance is off. All that fentanyl is fucking with your head.",stfuualready,1511895517399240709
471,1512190670651498497,"@goldberg_dan For fentanyl, it’s too variable to say without designing a study to kill humans",RyanMarino,24252027
472,1512190665312120840,@davidhogg111 Fentanyl?,JustMyOpinions4,897491387771482117
473,1512190635209547777,DEA Warns Of ‘Mass Overdose Events’ From Fentanyl: See Arizona Data https://t.co/41CYN7RndM,USNewsLabOnline,220867414
474,1512190614607118342,"Two men arrested after massive fentanyl drug bust
 https://t.co/rmktLJMJhI",WKortepeter,879086253945364483
475,1512190595976077317,RT @ellefs0n: if my article about people who’ve been criminally charged with “assault” of cops because they had fentanyl on them at the tim…,craignewman,13028322
476,1512190494226489347,"RT @ASavageNation: Biden’s presidency- more than two million migrants have been apprehended at the southern border, fentanyl became the gre…",Davewk555,1491375093792059393
477,1512190480997666820,"RT @ComplexSports: '"The 2012-2013 season marked the beginning of this strange run for the Lakers franchise...'"

It''s time for the Buss fami…",fentanyl_core,1930562449
478,1512190469647835139,"@davidhogg111 Fentanyl is killing people of your age group by the thousands. Yeah, open borders are great!",Tavor7PewPew,1470094671422631937
479,1512190371991891972,"RT @EMF_7: @Breaking911 But Fentanyl  can flood across the border.

100,000 deaths on 2021 from Fentanyl overdose.",Nvania,18786099
480,1512190324424159244,"Une histoire révoltante, poignante, fascinante, traumatisante, portée par un casting magistral. Le pire c’est que cette saloperie d’OxyContin est toujours préscrite, y compris en France… https://t.co/GeAO7ulqKW",AlexJaquin,395463234
481,1512190319537795095,"RT @notMYkidTweets: “With fentanyl in an estimated 40 percent of street drugs, it’s not a matter of if but when someone you know, and love…",lauraspannagel1,3905708114
482,1512190309710577672,RT @RobbersonJon: DEA Administrator: 'China Is Providing Chemicals' 'to the Criminal Drug Networks' That Are 'Mass-Producing' Fentanyl Pill…,JC_4570,1407473040552824834
483,1512190278584528898,"OSP Troopers seized suspected drugs &amp; guns in Josephine County-https://t.co/lallGqP8i3

Law enforcement seized: 201.8 grams Methamphetamine, 16.4 grams Heroin
13 Fentanyl Pills, 78 pounds of processed Marijuana, Firearms, Ammunition https://t.co/Xg8L8l6NsX",ORStatePolice,746019918
484,1512190265645223936,"Buncombe County officials sent out a spike alert Thursday, April 7 about an increase in overdoses within the county over the last 24-28 hours.

 https://t.co/5z0Cz09eZA",Icewhiz200k,1297689143506608128
485,1512190253452431366,that first MLBHR tweet of the year hit like fentanyl can’t lie,ryanolsonn,1290505535310245889
486,1512190206694531072,"@detsqdboss @TucsonRomero @cityoftucson Because she hates this country.  One day she might wake up and realize what she did.  What if her loved one died from fentanyl or at the hand of illegals. Until then, this psychopath will keep hurting this city and its people.",Whisperofsepte1,1154512378878316544
487,1512190202869125126,"RT @WLOS_13: Buncombe County officials sent out a spike alert Thursday, April 7 about an increase in overdoses within the county over the l…",Icewhiz200k,1297689143506608128
488,1512190177527013376,"RT @ekohmusic: me- makes a bunch of tiktok content for a song I love that’s about to come out

also me- talks about the struggle of having…",5thdimdreamz,2343966982
489,1512190174649757714,"what culture do blacks have? inject fentanyl, steal shit, and play basketball? https://t.co/KAwk5mRGHp",nekvneko,1510723900031782924
490,1512190116231622658,"CHP officer, K-9 find large amount of suspected fentanyl pills during stop near Los Banos

https://t.co/ixTZNeQQxh",iam_mahanthesh,1329291340715159554
491,1512190038573953028,"@RyanMarino Noticing the language around fentanyl changing: ‘poisoning’ in place of ‘overdose’. That sounds like a lack of awareness that it was present, does that sound right?",hkfinan,1491629612
492,1512189930151329804,"RT @lapatina_: '"If only everyone in the world had at least 10 percent of bravery which we, Ukrainians, have, there wouldn''t be any threat t…",Oxy_Gen_0,176875250
493,1512189891895042054,"@nathaliejacoby1 Methamphetamines,  Opioids, fentanyl infused whipped cream and a family of enablers.",ArnoldSpence31,1456977789563834370
494,1512189862820122634,"@flightmedicems @BillyBudd72 @dqschmidt15 @RAGINxCAJUN @KitemanArgues @Wraithly @MJB24681 @bitterclingerpa @ahrehead @JGainsbourgh @Opsimath57 @MurphyYuiko @Mckenzi79691567 @triadaxiom @medwoman1 @TXWomenRESIST @Krispi_Largo @Viktor_Renquist @Badams820 @SapienWoman @WhoaDanWhoa @sw_hi_coo @dirk_fasshauer @thatwitchyjess7 @AdorablePodcast @VinceGottalotta @Wanderinglord @Kessol @BiggerBoomStick @SariellaForever @mdmatthewskc @ziggywilde @43Cyoa @rjocore989 @BlakDragonClaw @_Dream_Out_Loud @stevieanntas @Supersi48617376 @SockPuppetTruth @poopantsbiden @_TrollKiller @CosmicIndiffer1 @sierranolandely @RenContessa @bjbyrne @stopthepewpew @photoartist9 @MansplainingAb1 @jmfrantz @thatkidkali89 i had all the oxy i wanted...and they gave me Narcan just in case. They built me a custom wheel chair...but it took 3 years and i said i cant keep doing this, the pain is just getting worse. i go to a civilian doctor, within a few months i had surgery and was able to walk.",thlong20,507651165
495,1512189855467544581,RT @VJShordee444: Two Buena Park men have been arrested and charged with multiple felonies after authorities confiscated over 800 pounds of…,SunnyDays024,778693214962274305
496,1512189798441791499,"RT @WLOS_13: Buncombe County health officials issued a drug overdose spike alert Thursday, as the number of overdose calls specifically inv…",Icewhiz200k,1297689143506608128
497,1512189768662233092,@RyanMarino Doesn’t every drug basically have an LD50?  Fentanyl really doesn’t?,goldberg_dan,307328942
498,1512189742917554178,"Ridgeview Road Houseでよく使ってたハイドポイント、ドアの開閉が逆になってて回避不能に。
・1F地下室ドア裏
・2F階段上って左手にぐるっと周った最奥のバスルーム
#Phasmophobia https://t.co/Gm6Z4iJ19C",oxy_152,1511803317512720384
499,1512189742334550023,@RyanMarino Glad they recovered those fentanyl warheads ☢️,Michigan_Noah,1042837937187160064
500,1512189717340639232,"RT @DEASEATTLEDiv: After an increase in mass-overdose events with lethal fentanyl, DEA Administrator Anne Milgram is warning police chiefs…",DIDnews,718131092
501,1512189659761324038,"@dennisispeasant The bee brushed against some fentanyl 3 weeks beforehand, so it''s understandable",DiamondMakhno,1355796424999522304
502,1512189571487870989,"RT @RyanMarino: How much fentanyl is in your local hospital???

And most importantly, what is the human LD50 for fentanyl??? (It doesn’t ex…",lizditz,4937061
503,1512189484850421762,wanna change yo life my best advice a brick of fentanyl,syraichristine,700435193132380160
504,1512189473152458755,"RT @rjamesfinn: The Vermillion Parish Sherriff sent this statement earlier, which includes a much-circulated but debunked theory that touch…",hyruletoast,191650521
505,1512189463383924741,"@Jesse88203370 @OluwafemiAlo @GayleZoie Morphine?
Oxycodone?
Those are not readily available here",1blackpearl,3624917237
506,1512189434598416389,@Pl_OXY https://t.co/IDEnUlwVhE,Ryan_424_,1332373848365391875
507,1512189430739738629,"@NFCNorthNewss There are so many things out of a GM control that dictate a season ( injuries, coaching gaffs, suspensions) to make this statement shows immaturity. Glad Vikes got Kwasi instead, he seems a lot smarter",alltimegreat28,532587874
508,1512189403036270593,@MarshaBlackburn You are focused on only one border for Drugs. How about the others on or ports? .. https://t.co/rcsEZqAxQ3,MRNMRN123456,1463537865577549829
509,1512189365941903361,"How much fentanyl is in your local hospital???

And most importantly, what is the human LD50 for fentanyl??? (It doesn’t exist)",RyanMarino,24252027
510,1512189245569609734,Scott Co. doctor accused of fueling the drug crisis formally pleads guilty to distributing oxycodone https://t.co/Wt3IK8o0Bz,wbir,6892002
511,1512189240666472448,"$OXY still finding support above the 21 ema, break above yesterdays high is a entry https://t.co/PjhqGwFpg4",pDarshild,164745759
512,1512189199423873032,"@RyanMarino @TheInsiderPaper Yeah, “Drug dealers caught with 10 kg of fentanyl” doesn’t get as many clicks.",mrickanderson,234801381
513,1512189160043560961,RT @HeadcACE1906: @KipseyHussle @Metropolis718 That Fentanyl 😈 https://t.co/Asr9gdnbnw,KipseyHussle,161352991
514,1512189063838814208,"Translation: drug dealers caught with 10 kilos of fentanyl, and it’s possible to kill someone with 2 mg of fentanyl. https://t.co/MxrIXbyFlN",mrickanderson,234801381
515,1512189040015126530,https://t.co/hGbz15S7lY,justanass74,817576019146244098
516,1512189001142263808,"I understand people shouldn’t do street drugs because it’s dangerous, but the dealers that are cutting shit with fentanyl deserve the electric chair and deepest pits of hell.",ogdamnitmadison,323447936
517,1512188964530229256,"It''s Orange County''s biggest drug bust in 16 years.
https://t.co/yXcG5JHAFy",WLNS,20687912
518,1512188901636640778,"This is insane! Authorities also recovered '"enough fentanyl to kill 4.7 million people,'" according to the statement. A lethal dose is considered to be as little as 2 milligrams, and officers found 20.5 pounds.",VJShordee444,56917394
519,1512188870963699712,"Two Men Busted w/ 1,000 lbs of Meth &amp; Coke Plus Enough Fentanyl to Kill 4.7M People https://t.co/oFnHWk0FQ7",N_O_Reason,298911706
520,1512188848046018562,@billizinh @oxy_toci Copy,bybillieeilish,1409658848055541760
521,1512188771818647561,"RT @CBSDenver: ‘People That Peddle This Poison Are Evil’: Federal, Local Law Enforcement Warn Coloradans About Prevalence Of Deadly Fentany…",PVassuez,1192561313534246912
522,1512188763283275782,"DEA warns of ''nationwide spike'' in fentanyl-related mass-overdose deaths

https://t.co/4bC4fgrK0J

I found this article on MxM News--a new app without media bias or censorship. Download it here: https://t.co/u7ybw0aZcj",Carolin15161363,1041907541524049920
