id,tweet_id,text,screen_name,author_id
1611,1514800077717446657,"@DrLongissimus Also, Lord Hippocampus and Lady Amygdala
(NEVER forget the limbic system)",Oxy_m0r0n,367770205
1612,1514800047203921921,"RT @HANtam91i4e: 안녕하세요?
콘서트때 나눔…이란걸 하려고합니다.
자세한 내용은 콘서트 전에 다시 올릴게요 
만괂부…♡ https://t.co/HtN835jjEC",Fo_oxy_IN,1433439044394893316
1613,1514799985161768965,RT @HwangTaku_: 헐 함성 금지에서 권고로 바뀜 https://t.co/BFXDmy1mbX,Fo_oxy_IN,1433439044394893316
1614,1514799812041838596,"Fentanyl, cocaine, and cannabis trafficker sentenced to 13 years in prison - via @TheGrowthOp

#Cannabis #news #cannabiscommunity #cannabisculture #cannabisindustry  https://t.co/tFy4ZVumYx",winnipegsun,28587570
1615,1514799809638526984,@QuirkyGrrrl Elon Musky—Musk Oxy Ox—on free... speech.,NorthTahoe_Dems,750800150210048000
1616,1514799730412326934,@Lamont__buckley Fuck fentanyl.,earthcrib135,4627517172
1617,1514799631829327874,All Fentanyl or just illicit fentanyl? There are legal forms of fentanyl that is prescribed for severe pain. Pharmaceutical Fentanyl has an extremely useful place in medicine. Illicit fentanyl is the poison that's responsible for the #OverdoseCrisis The difference is important. https://t.co/MzylIytWE9,EqualityCouple,1602535488
1618,1514799510161043459,@londracastaneda oh and the fentanyl ferrets too,chrystalayana,2842814684
1619,1514799399829848070,RT @_claypot: 1458. https://t.co/OUjKIpphBv,Oxy_Acetylene,1315626507918880768
1620,1514799286772400130,"@FoxNews At this point why shouldn’t we just invade Mexico?  Why not?  We’re the de facto welfare system for Mexico.  Dr’s, hedge fund mgrs, land developers from Mexico aren’t sneaking here. We could invade, take out the fentanyl issue, add more beach property and improve all of Mexico.",skippymac117,570527378
1621,1514799036955447296,RT @Eraw66: Check out my story discussing Fentanyl use in #Redlands and what the city is doing to combat it. https://t.co/D7HhPVWZ3A,__manelic,2789098597
1622,1514798988423168007,"RT @Nimitz_Softball: @giovanca_frias with a bomb to center field, getting her a double!! Lady Vikes up 4-3💥💥 https://t.co/oMbhasMqr7",giovanca_frias,1368408049812189185
1623,1514798963508989964,"For reference, roughly 2/3 of heroin overdose deaths in 2020 were “non-heroin opioid” (fentanyl, yellow line) related. Thus, of the 13k heroin overdoses in 2020, more than 8k of those people bought heroin but got heroin laced with fentanyl. A staggering percentage. Source: NIH https://t.co/QLtpikHeNy",hahnscratch,790768015998459905
1624,1514798945821548545,@cherrysmash00 Y’all are all a bunch of pussies in this thread 🤦🏽‍♂️🤦🏽‍♂️. You’re sitting here crying about fentanyl in your DRUGS. Stop doing drugs if you so scared. Go to your lil raves sober if they so fun. Y’all gon get yourselves killed either way exposing the wrong dealer 😂😂,theclrblu2,1295154774883500032
1625,1514798873557954566,"@ejwheeler9 Harm reduction ppl ship in the mail to you if you get cool with em pretty easy. They are saving us. We need more funding by the public. It is up to us to extend this life saving process 
 https://t.co/IzOlsjfYl9",nicholas_perris,1393290896054030342
1626,1514798694033289218,"@headdock @capeannsky @NewYorkStateAG She needs to leave it to medical professionals

“50mg” of WHAT

“Opiates” 😳

Fentanyl, morphine or tramadol

They are worlds of differences in the mme of 50mg of these drugs

Quoting PROP rhetoric 🙄

Evidence those who aren’t medical professionals need to stay away⬇️ https://t.co/1AT4qn0RFz",FollowingForFu2,1124763443494621185
1627,1514798622415605767,"@parents4TCP Someone explain safe supply.  
Instead of potentially fentanyl laced dangerous street drugs, the city/province will buy and give away heroine and meth “not dangerous?” and that is safer for kids.  

Is that what I’m understanding?   Please explain.  @jeanswanson",want2blv,1177767902964895744
1628,1514798338310213632,"@DrLongissimus ALARA
PCC (please correlate clinically)
SFU (suggested follow up)
FB (full bladder, foreign body)
SU (suboptimal study)",Oxy_m0r0n,367770205
1629,1514798254864490506,@Meyer_HM @Mtennill @JeremyCCouch @who_iz_ @bhaeberle you missed this one @Meyer_HM . really need to know which expert says you can die of fentanyl on vent. theyre the ones that need to lose their license.,qireau,89100193
1631,1514798178628907014,Law enforcement seizures of pills containing fentanyl increased dramatically between 2018-2021 https://t.co/jLCmHQWQPS,youareinformed,341140588
1632,1514798171670544387,"RT @calgaryherald: Fentanyl, cocaine, and cannabis trafficker sentenced to 13 years in prison - via @TheGrowthOp

#Cannabis #news #cannabis…",researchmrx,2256664812
1633,1514798018171600899,@BigBaby_Sp And all they did was get hooked to fentanyl…that’s a dangerous game they playing out here,wizkidkev,203199131
1634,1514797781159845894,"Fentanyl, cocaine, and cannabis trafficker sentenced to 13 years in prison - via @TheGrowthOp

#Cannabis #news #cannabiscommunity #cannabisculture #cannabisindustry  https://t.co/Owgv4WVm0b",calgaryherald,14803951
1635,1514797688163737610,Fentanyl on the platform #death1965 #Ladrugdeaths2021 https://t.co/0EXf1JFaiB,enuffisenuffla,1376232640605429761
1636,1514797664478539777,"@FoxNews Let''s keep shipping tens of thousands of gangs, criminals, cartel, ISIS, drugs, illegals that don''t understand a drop of English, and tons of Fentanyl to DC, DE and Dizzy World and watch them feel the pain!!
. https://t.co/XODmQwIFiI",BobAcker48,1508655331970269190
1637,1514797614679486467,WATCH: Police Accused of Ignoring Fentanyl-Laced Drug Warning in Santa Cruz Girl's Death. https://t.co/UxubVbfsr6,CandiceNguyenTV,371043064
1638,1514797609654779907,可愛い,oxy_ho2,1500395063045550083
1639,1514797527354146817,RT @AnneElizabethUS: Why!!!!!  …. Why! Because they don’t care about Americans. They only care about USING Americans for power and money! h…,Pattythegypsy,1369788709495771137
1640,1514797488791687168,RT @Nimitz_Softball: Single for @alyssaalmaguer5!! Lady Vikes up 7-5🔥🔥 https://t.co/DlDG9EPcGx,txhssoftball,1476768720475275268
1641,1514797477869723655,RT @RIHI_ewokakune: マンティコアちゃん https://t.co/oxZdvhWoWV,oxy_ho2,1500395063045550083
1642,1514797411251593220,"@davidhogg111 I got a better idea Hog, focus on the tens of thousands that die every year from Fentanyl coming from China via Mexico. They kill more than killers with Firearems. Debate me if you got a pair!",DaleComstock,327140062
1643,1514797352241938444,"@Connorhansen6 In other words, if you over-dilute your sample you''ll miss the fentanyl altogether. The only way that this would happen is if you, for instance, diluted MDA like it was MDMA, which would over-dilute it and could miss something. Simon''s will help you avoid that.",DanceSafe,21676672
1644,1514797349175894022,"RT @AnneElizabethUS: Illicit fentanyl became the number one cause of death among Americans 18 to 45 in 2021. Surpassing COVID-19, suicide,…",CindyKadohata,1438732222287126533
1645,1514797253159882757,@raevanstone @SherriG79273613 @sterling_nacho @kellyrudyk In the program I worked in yes. I don’t know abt others but in ours we were required to update twice a year. We also had to do random drug tests so when I was prescribed the oxy I let them know right away. I knew they had to let me go and was ok with the choice I made.,give_you_time,1496696455272153090
1646,1514797229504348161,"数字感度5 1 クラシック
詳細スコープ 4.5(好み)
これ近距離チーターになりました。
ただ頭がチンパンジーになるのでオススメはしません。",Oxy_poteto,1175301960976568321
1647,1514797169991061505,My story last night https://t.co/eSydwS3R4O,michelehana,276537439
1648,1514796604565250052,"Institutional impacts aside, I feel like it is more honest to call a fentanyl overdose a fentanyl poisoning instead. Let’s be honest with the way we talk about this. It isn’t an overdose if the person didn’t intend to take a dose of the drug being used.",hahnscratch,790768015998459905
1649,1514796471945596928,@cherrysmash00 We're not trying to delegitimize how scary and jarring it is to get a positive result with a fentanyl test strip. It's just extremely important to recognize that the strips are scientific tools that are quite sensitive and need to be used right or their results will confuse you.,DanceSafe,21676672
1650,1514796309449895941,"@cherrysmash00 It''s certainly possible. It''s not like it''s impossible. But every single time someone has gotten a positive result with the strips, insisted it was correct, and sent it in for confirmatory testing, the lab has returned a negative for fentanyl.",DanceSafe,21676672
1651,1514796286385352721,Put into the oxy archive https://t.co/B4XDvYXr8u,WesternSheiffs,1327283062632181763
1652,1514796229267390469,"@TheFuglyFrog Right?! I mean, if we were to keep MJ illegal in the states that still have that law, wouldn’t that just mean literally everyone that wanted it would have to buy from the illicit supply that he erroneously claims would be “tainted with fentanyl?” None of it makes sense.",seychelles311,1965789870
1653,1514796226708869120,@PJ_Vikes @RBReich Why don’t u build ur own !?,IvanVikktor,1428342491867230218
1654,1514796213874225155,@MJNDesigner Surprised this isn't Minneapolis,Brad_Vikes,1244918593
1655,1514796128872861698,@shomanch 堂村璃羽さんとかのHIPHOP系はサンプリングだらけやから有り得るかも😂,Oxy_poteto,1175301960976568321
1656,1514796084614230018,"RT @mariocavolo: @ArrestFauxi WUT? China''s govt somehow prevents its population from being addicted to drugs. The US govt fails at that, ye…",mariocavolo,18626979
1657,1514796041983311882,"@ArrestFauxi WUT? China''s govt somehow prevents its population from being addicted to drugs. The US govt fails at that, yet from 7000km away the US problem is, as usual, China''s fault because they manufacture &amp; export 90% of the world''s medicines incl painkillers incl fentanyl? Is that it?",mariocavolo,18626979
1658,1514795954737582090,"@JasonMiyaresVA One common reason people OD?

B/c they can''t get access to their legal pain meds anymore. They do whatever they can to stop their pain... Which sends them to the streets. 

And when they die from tainted fentanyl stash, y''all stick a thumb up your ass &amp; double down on bad ideas",AerinMoriarty,946869770321874944
1659,1514795840119840779,Poor Money Management Just Like Fentanyl. https://t.co/7FB2aMkZ32,_SolidForever,1393391359814508545
1660,1514795838823821312,"Fentanyl, cocaine, and cannabis trafficker sentenced to 13 years in prison - via @TheGrowthOp

#Cannabis #news #cannabiscommunity #cannabisculture #cannabisindustry  https://t.co/O0hn5UOFQC",TheStarPhoenix,42486455
1661,1514795800164851724,@Jim_Jordan This is all you can come up with yak-yak when the border is being invaded by fentanyl from China are disgrace,DonSessions6,1427440488521535493
1662,1514795672708403211,"RT @el_budget: “JT, if I gotta listen to one more of Miles’ raps about fentanyl and opps I’m gonna friggin explode.” https://t.co/WTMDzb8rs…",KipseyHussle,161352991
1663,1514795649220313089,@raevanstone @SherriG79273613 @sterling_nacho @kellyrudyk Mine did when I worked in an addiction facility. My employer had to let me go when my doctor prescribed oxy for pain management even though I would not bring it on site or take it while on site. So yes some places require it.,give_you_time,1496696455272153090
1664,1514795643180847107,アカウント移行しましたGj_OXY　96276,Darling_my_LUV,2277243738
1665,1514795639703437321,Florida nurse pleads guilty to replacing fentanyl with saline https://t.co/y9EG3wqHnh https://t.co/uou9gJz5xh,WFLA,23820899
2602,1521971638853685248,"Fentanyl laced heroin is more effective at curing COVID-19 than @pfizer''s jab, science.",BoobieBungalow8,1471516245392596996
1666,1514795556622663680,"@JasonMiyaresVA Im have a bill for $1068.14 for 1 urine screening by my pain dr in Nov. Tell me again how they are cheap? 

Patients are suffering &amp; no longer able to work due to pain. OD’s are from illicit fentanyl not prescription meds. You have a responsibility to know the truth. Do better!",baileyr93853367,1339873629367009281
1667,1514795514486681618,@Oxy_poteto いやー、どうなんですかね？分かんないですけど、一緒過ぎてビックリしました😂,shomanch,1314147592222121984
1668,1514795460497580033,"RT @BryanSteil: Thank you, Pamela. 

Fentanyl is pouring over our southern border and killing Americans in record numbers.

We must secure…",J_On_The_Ridge,1511485586540007431
1669,1514795375537766416,If Hank Schrader was alive today he would without question have hit himself with the narcan after having a fake fentanyl exposure overdose.,phillyliquorlaw,3140618992
1670,1514795337830993929,RT @javroar: animals be 20 minutes oId and aIready know what to do,zolz_on_oxy,1277347883583508480
1671,1514795164287397896,"“JT, if I gotta listen to one more of Miles’ raps about fentanyl and opps I’m gonna friggin explode.” https://t.co/WTMDzb8rse https://t.co/F5HdOBmXRW",el_budget,285905952
1672,1514795118766669838,@tedcruz 7 can always expect Ted Cruz to do and distract from the open Border in the invasion of China with fentanyl and do nothing about it,DonSessions6,1427440488521535493
1673,1514794880316235778,@amyklobuchar Yak yak yak how about we shut down the southern border and stop the China from ruining our country with fentanyl,DonSessions6,1427440488521535493
1674,1514794878953455617,@shomanch サンプリングって言われる合法パクリみたいなやつですかね？笑,Oxy_poteto,1175301960976568321
1675,1514794846363348995,Hahahahha good thing his fentanyl didn’t kill my mother hahahaha !!!!!!!!!!! That would suck!!!!!!!! https://t.co/qaH0jp5BRY,JadeyTheeBear,921805296917536768
1676,1514794718369968136,@Diva_Whoo So do Americans take more aspirin or fentanyl? Show me the numbers since you know.,joe_schlindwein,1003747705884233728
1677,1514794663206481930,How would such a reframing impact the way law enforcement deals with the issue? Would “fentanyl poisonings” actually push what would typically be an overdose death into homicide departments?,hahnscratch,790768015998459905
1678,1514794642964836360,"RT @wefight4roses2: Saying that fentanyl is “lethal at any level” or in “any amount” is a fearmongering lie.

It is a prescribed pain kille…",Gwing21,533425928
1679,1514794405248438272,@teamTandB2017 @vikingsspin Agree with u somewhat but that’s what some people said when vikes drafted randy moss: “we have 2 great wrs already!”  Think vikes can draft best player available at 12 tbh and Thielen has been banged up last 2 years.,MrJDS3,1147345083034943489
1680,1514794182308638735,@Aida39478918 I’ll take my Oxycontin &amp; be on my way 🤣🤣🤣🤦🏻‍♀️🤷🏻‍♀️,cjezthehustler,1164019091331571712
1681,1514794021612240897,@Oxy_Ares frying all the way unless im down bad,1kvmi,1387598520685776901
1682,1514793958848667659,"Really powerful story by @TracyLehrNews about the all too real and prevent dangers of fentanyl. 
Here is a go GoFundMe link to help with Justin’s funeral cost https://t.co/fLSysVzl1g https://t.co/jxJVmorTR1",MartinezPogue,1176614008897458177
1683,1514793934609735690,"oh ffs, fentanyl is the most popular drug... doesn''t mean it''s a good idea to do it 🤨 https://t.co/tTZxwtPChM",Diva_Whoo,735809839301939200
1684,1514793907917271050,"RT @Gayle62751300: Overdose Deaths Soared In 2021, Especially In Teens https://t.co/w6NTb4T95v via @dailycaller",CindyHendren2,1485277207022952451
1685,1514793814392651784,"RT @JohnFPfaff: We now have academic articles on how to train the police to stop believing and acting this way, bc the fentanyl-exposure my…",BoisYeasty,1305719399446458368
1686,1514793771786924038,"Now, I’m not expert in the numbers… perhaps @MorganGodvin is? But I wonder what percentage of overdose deaths in the current opioid epidemic are actually fentanyl poisonings. Do we have an opioid epidemic or do we actually have a poisoning epidemic?",hahnscratch,790768015998459905
1687,1514793743081086984,"RT @NYSOASAS: We''re hearing anecdotal reports that a bad batch of heroin is causing a string of overdoses in the South Bronx.

Check substa…",yfca_oben,1163906641936494592
1688,1514793703491063815,"Fentanyl, cocaine, and cannabis trafficker sentenced to 13 years in prison - via @TheGrowthOp

#Cannabis #news #cannabiscommunity #cannabisculture #cannabisindustry  https://t.co/oQqq6kfYDG",VancouverSun,12089642
1689,1514793701356187651,"Fentanyl, cocaine, and cannabis trafficker sentenced to 13 years in prison - via @TheGrowthOp

#Cannabis #news #cannabiscommunity #cannabisculture #cannabisindustry  https://t.co/yaJ2FzwhK1",mtlgazette,63177215
1690,1514793695341527045,"Fentanyl, cocaine, and cannabis trafficker sentenced to 13 years in prison - via @TheGrowthOp

#Cannabis #news #cannabiscommunity #cannabisculture #cannabisindustry  https://t.co/FaJsnuaO1T",Edmontonsun,23624320
1691,1514793653100707843,"3/3- the driver/purchasers of the car(product). Oh Wait. Ford did that-_Pinto anyone? Oops. Then again Ford realized their mistake &amp; dropped the Pinto from the line--whereas the Cartels keep adding Fentanyl, knowing it will kill their customers. It makes no sense.  3/4",Nefsigh,15829048
1692,1514793643650953217,"Funny how pharma companies trafficked opioids in a manner that puts the largest drug traffickers to shame, led to an OD crisis, and they have so far bought their way out of jail time; but now that people are addicted and fentanyl is pervasive, Dems want to jail those addicted.",odarren1,275651561
1693,1514793632590544896,RT @Jasonskelly6: @ibdgirl76 I feel I was lucky to have surgery on my broken forearm in the 90s.  Not one concern about me taking hydrocodo…,CynicalVision50,253106377
1694,1514793568673492997,@Lft_Oxy Ratio of the day,ChrisKyleCarte1,1354235851065217024
1695,1514793557097279500,@diettrade Thanks love. Send Vicodin too 😩😩,InFeRn0AnT,18499123
1696,1514793511840669698,Why do some refuse to accept reality? All alcohol banned= prohibition. Prohibition doen't exist today. Not all opioid re substances are banned. Regulations needed for safety so we can trust that pharmacists give us controlled Rx opioids &amp; not banned lethal fentanyl analogues.,alliareault,25723291
1697,1514793478521204738,"RT @nationalpost: Fentanyl, cocaine, and cannabis trafficker sentenced to 13 years in prison - via @TheGrowthOp

#Cannabis #news #cannabisc…",Sandra_Cole44,276239681
1698,1514793394236579851,"@life_is_art___ @CDCgov sure isn''t afraid at all of '"driving people to heroin, illegal fentanyl, carfentanyl &amp; other very dangerous illegal street drugs cuz more are pushed to them every day &amp; suicide, from being restricted from Rx pain meds that are regulated, safe &amp; very effective @Ric4PAGuv https://t.co/BqQaSsTn91",Candis1Land,17612371
1699,1514793380944900096,"RT @ShellenbergerMD: I interviewed hundreds of '"homeless'" people for San Fransicko using the same methods I used during 33 years of intervi…",Seedsaver1,898306168044621824
1737,1514790248831926273,"芋ぴっぴ。青森店無事オープン出来ました！
たくさんのお客様に並んで頂いております！
ありがとうございます！！！ https://t.co/RazIMRaNhv",oxy_sato,1488349682837307392
1700,1514793321776185345,バフェットのじーさんが1年以上前からメガ商社買ってたけど、あいつすげーな。最近買ってたOXYと言い銘柄パクった方が良い唯一の投資家。買ったらTwitterでつぶやいてほしいわ。 https://t.co/dDX9t0xoSI,simozawa414,2547612702
1701,1514793299566944264,"Fentanyl, cocaine, and cannabis trafficker sentenced to 13 years in prison - via @TheGrowthOp

#Cannabis #news #cannabiscommunity #cannabisculture #cannabisindustry  https://t.co/ArVyNyJZxV",nationalpost,14216661
1702,1514793298715504645,"Fentanyl, cocaine, and cannabis trafficker sentenced to 13 years in prison - via @TheGrowthOp

#Cannabis #news #cannabiscommunity #cannabisculture #cannabisindustry  https://t.co/zIJeCnJFSY",TheWindsorStar,16608381
1703,1514793293262974982,"Fentanyl, cocaine, and cannabis trafficker sentenced to 13 years in prison - via @TheGrowthOp

#Cannabis #news #cannabiscommunity #cannabisculture #cannabisindustry  https://t.co/ehlzw9ni5i",theprovince,16342817
1704,1514793291622981642,"Fentanyl, cocaine, and cannabis trafficker sentenced to 13 years in prison - via @TheGrowthOp

#Cannabis #news #cannabiscommunity #cannabisculture #cannabisindustry  https://t.co/W9gQXi7hx3",edmontonjournal,15769858
1705,1514793287646806023,"Fentanyl, cocaine, and cannabis trafficker sentenced to 13 years in prison - via @TheGrowthOp

#Cannabis #news #cannabiscommunity #cannabisculture #cannabisindustry  https://t.co/e59eb6KEl7",LFPress,15033673
1706,1514793282533945353,"RT @Taniel: .@daveweigel on how Republicans are blaming Biden for fentanyl, mixing in border &amp; wall politics: https://t.co/x9JhLT6FAE",AnneMuntean,1286048444
1707,1514793272400437259,@tobaccochip @curtisjablinski @BeschlossDC Just a historian with a solid grasp of the sources. What kind of bad Fentanyl trip are you having?,JuneHog,2526629647
1708,1514793130238918656,"In 2021, 77% of all teen overdose deaths involved fentanyl.

In Nevada, overdoses among those under 25 years old tripled from 2019 to 2020. https://t.co/VTd3tjGulN",KNPRnews,21332950
1709,1514793107413295107,@VP Did the worst job of being in charge of the Border in history China has invaded us with fentanyl,DonSessions6,1427440488521535493
1710,1514792939922198539,Clout is more dangerous than Fentanyl 🤦🏾‍♂️🤦🏾‍♂️🤦🏾‍♂️ https://t.co/za9I6qVyxh,VibeWithDJH2,818063833
1711,1514792867461763074,"RT @Arika_Arumustam: スケール感重視のコラージュアート4選です。

#コラージュ #コラージュアート #collage #collageart https://t.co/QgaiWGwbIb",oxy_doll_o0,1514746234636206085
1712,1514792819994419215,"@patricklee6669 @ScientistMel I was lucky to have oxycontin left over after my oral surgery, it really came in handy when I had strep throat.",Zippety_Pinhead,3504499337
1713,1514792701694152710,@Oxy_Ares Fuck I meant to click frying/killing🥺,SamuraiSky_,193904164
1714,1514792324865306625,"@ArtValley818_ what did they put in the fentanyl, f.",Tylerban,82501774
1715,1514792156321312772,@MuskRulez @GregAbbott_TX You have weird fentanyl fused gang rape fantasies. Try not to live in such fear.,Urbanerevolt,1136427060165922817
1716,1514791975253282828,@BadMedicalTakes Apparently it wasn’t even fentanyl 🤣. It was alleged to be meth. She had a fake opiate overdose from a stimulant and was given Narcan. I can’t even with these people.,1tweet4mamkind,1317872937072947202
1717,1514791917984239618,RT @joel_zivot: @auburn1159 @WesElyMD @dianemenashe @BaezLaw We fear the pain of dying. The anticipation of that pain can not be alleviated…,auburn1159,61759749
1718,1514791804146647042,"@MrsPatriot8 Yep, and don''t cry about the opiod/fentanyl crisis and all of the young people being killed by it then say you want the border patrol to lighten up on illegals - little hint: We don''t grow poppy plants here in the US and manufacture heroin. It has to come in our border.",HurdTristram,1350772282499633156
1719,1514791782713757698,RT @Irishbrat1966: @DecrimAdvocate @melbee4444 @HowardWill5 @DopefiendPhD @dvidsilva @MJxStowe @Nature @maiasz @Narcocast @highway_dave @Ta…,pinky_or_brain,47903996
1720,1514791758592323592,"RT @BambinoJalapeno: Q: Who is supposed to stop the fentanyl from entering Canada in the first place?

A: The CBSA.

Go scream at ⁦@marcome…",NeilMeisenheim1,1482022109777997834
1721,1514791687708561408,"Fentanyl-laced drug deaths should be treated no differently, so long as the person considered responsible for the murder is the person who actually added the fentanyl to the drug. We should stop calling these deaths overdoses.",hahnscratch,790768015998459905
1722,1514791635061645322,"SOOO proud of my girls tonight! Can’t wait to have some fun at team bonding tomorrow 😁 

the Easter bunny is going to be extra nice to my Vikes 😋💗",k_braaam,550490936
1723,1514791339518423040,Feds: New Haven man charged with selling 50 grams of fentanyl to investigators - Apr 14 @ 10:20 PM ET https://t.co/wIk1lqNZw2,PulpNews,100986964
1724,1514791246438428675,You mean he's holding up fentanyl at the border. https://t.co/trwIt3xU9B,Myheadddhhurts,1407131565201584130
1725,1514791182076841986,@Oxy_Ares i voted wrong #2 all de way,Vatroh,753037564039294976
1726,1514791062979551239,What's more fun in ranked for you?,Oxy_Ares,2946032016
1727,1514790990401351688,RT @oldhyunlix: hyunlix as ferrets and cats - a cute thread &lt;3 https://t.co/JDhGSB3SpO,Oxy_gen08,876638913162616834
1728,1514790875611602944,Fuck fentanyl.,psilocybum,924855496074547200
1729,1514790867751473155,"Congress Should Not Legalize Marijuana, Marco ⁦@SenRubioPress⁩ Says, Because Black-Market Weed Is ''Laced With Fentanyl'' #SmartNews  https://t.co/wDjjUf2tKb",CivilRi02657842,1345918600096456704
1730,1514790775430651905,オレっちにリプで反応してほしいことがあったら「【反応】(反応してほしい言葉)」ってリプしてくれたら、あとで反応するようになるかもしれないっすよ♪(「」内の内容で送ってほしいっす),oxy_bot,867690277
1731,1514790637219971072,".@daveweigel on how Republicans are blaming Biden for fentanyl, mixing in border &amp; wall politics: https://t.co/x9JhLT6FAE",Taniel,15537302
1732,1514790582572388360,@BambinoJalapeno @marcomendicino How much larger is an illegal immigrant than a Fentanyl pill? Can’t stop either when the gate is open,GreyCat45,805197692083138560
1733,1514790546207739912,"RT @manda_felisha: 🚨🚨🚨For anyone going to EDC or upcoming events, PLEASE PLEASE PLEASEEEEE test your drugs… ALOT of shit is getting cut wit…",_papib_,992155609
1734,1514790411830632461,"Why are we calling the fentanyl death of a heroin user an overdose? Assuming the person thought he or she was purchasing heroin, isn’t the overdose actually a murder? What effect would such a reframing have?",hahnscratch,790768015998459905
1735,1514790363625492480,"@stevenlouis209 Good point. Communism is yesterdays threat-today it’s Monopolies of Capitalist Power to control the masses using manipulated media and religion, the fentanyl of the masses.",CharlesBromle19,1467258549952606208
1736,1514790255781564416,"@freshly_salted We just have to find our people on here. Your facebook is like a nice, fat, smooth joint, while twitter can feel like a fentanyl burrito.",TiftonAsher,1441253103886495751
1738,1514790234663186435,"RT @purplebuckeye: @viciousriffs Do the Vikes need defense? Yes. Do they need interior o-line? Yeah.

But consider: Last year the Bengals r…",ThomasGorski33,926470994247733249
1739,1514790222332014602,Fav pass time is lacing cigarettes with fentanyl and selling them 2 middle schoolers,dogponds,1255422535266598913
1740,1514790105885544451,RT @FOX29philly: ARRESTED: The parents of a 1-year-old boy have been arrested in Phoenix after their child reportedly overdosed after inges…,PostyJackGeno,2787864045
1741,1514790095668191244,I contacted my Colorado House Rep and my Colorado Senator to ask them to oppose the criminalization of fentanyl. Neither of them have had the opportunity to vote on this bill. Does anyone know how much money this bill is asking in appropriations?,trainstar,66624374
1742,1514790007524917251,At least illegals the drug cartel is smugglng in trucks or the drugs tht they R smuggling in the trucks R being caught or stopped. @JoeBiden s at fault 4 the open border &amp; the 328 deaths/day due 2 the fentanyl coming over the border! Illegals R more important than our kids lives https://t.co/xeW2ihaaXV,ric4100,1253577306
1743,1514789827299872776,HYDROCODONE ONNA HANDS FREE PHONE,TheSydneyA,1185572365977214976
1744,1514789735020986368,RT @TraderBros5: @MPelletierCIO Always has been. Chinese Fentanyl drug money laundered through real estate. Canada's #1 industry.,GContrarian,963402229158948864
1745,1514789658026135553,"@elonmusk When you finally run twtr please go after and warn of the people who are pouring poison fentanyl in to our country. I almost lost my beautiful daughter to the poison. I have no voice, make twtr free and let all people know the dangers of fentanyl.  Thank you",joehome,39332322
1746,1514789574975049728,"日頃の行ないなんだなあ
まゐく https://t.co/P39cphLAjo",mike_oxy,606308237
1747,1514789527419719689,"@4nw0den @ital0vieira @jessicabatan Mas isso continua acontecendo, por exemplo, nos EUA a quantidade de fentanyl sendo adicionada a heroína tem matado muita gente, isso só acontece também pq as drogas são proibidas.",Leondiego89,1364662908945395724
1748,1514789522227138561,RT @RonFilipkowski: It’s both sad and gross that the Republicans only response to the fentanyl problem in this country is to blame it on th…,BamaMan4Change,1281384165250867201
1749,1514789453880971276,"RT @USAO_ME: According to research published in @JAMA_current today, even as teen drug use has decreased, teen overdose deaths have continu…",jana_spaulding,3815818102
1750,1514789435384078345,"ARRESTED: The parents of a 1-year-old boy have been arrested in Phoenix after their child reportedly overdosed after ingesting fentanyl, court documents say.  https://t.co/exwwmpAFjj",FOXLA,9648652
1751,1514789435061112848,I made myself a challenge for three months. I’m going to get the results that EYE want . 🤎,mone_oxy,334508707
1752,1514789287702663170,"victim of Joe Biden''s drug trafficking dies from the fentanyl in the past,  Joe Biden has a quid pro quo with the cartels, so now hundreds of thousands of victims of every color are victims of Joe Biden/drug cartel.",TheresaRagan2,1445113447226740736
1753,1514789245600165891,"and then a black man who was killed by fentanyl, (now from Biden''s open border/drug cartel to kill Americans, and then blame a white policeman who was probably so overly harrassed by drug dealing black thugs, that it may have impaired his judgement or something. Then, a black",TheresaRagan2,1445113447226740736
1754,1514789212502958086,"RT @cbcnewsbc: In potentially groundbreaking decision, B.C. judge says jail no answer for addicts who traffic fentanyl 

https://t.co/8pJ8W…",mig30m6,15677734
1755,1514789152918712335,agora na Rádio Eixo: Pink socks by Oxy!  https://t.co/elAMT7uIKZ,radioeixo,3528821655
1756,1514789135260692480,"pai se eu falo não é não, o gato é meu e eu quem cuido dele o dia todo, então fica quieto e não faz o gato dormir com vc sendo q tô lutando ora ele dormir na cama dele a porra de um tempão",oxy_toci,1357369488023425024
1757,1514789117233537025,"Biden cognitive function test test  ??? Joke on Americans with highest inflation ever, gas higher than minimum wages and sex trafficking children in modern day slavery in cages with fentanyl drug dealers, for real ??? https://t.co/58eILZa4aD",SComiter,1006566786546982913
1758,1514788992880812050,"@CaseyCamachoP @ItsCrystalSue @GhanaboyPharmd That tired old sugar trope. Sugar doesn’t destroy you, cause people to do the most degrading things, etc. there is no way to moderate fentanyl. It demands a new hit every 2 hours and will only make you a zombie. And die. There is no way to use just a little. Educate yourself.",JEQuiring,118270845
1759,1514788752723390466,"final after the

💥 🎡

💥 🎡강력한 마약성 진통제 펜타닐(fentanyl) 트라마돌(트라마돌염산염)

💥 🎡

#불면",KoCoon__,1495369972197265412
1760,1514788681424388107,RT @tradermusa: $BTU ( فحم ) عطيتكم اياها على الخبر 😂😂 لله الحمد 466% ارباح ، مبارك لكل واحد انتبه للخبر #السوق_الامريكي #الأسهم_الأمريكية…,ozahz,1336793781627203591
